county,county_fips,state,total_population,health_service_area_number,health_service_area,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid-19_community_level,date_updated
"DeKalb County, IL",17037,Illinois,"104,897",373,"Kane (Aurora), IL - DeKalb, IL",2.60%,5.2,91.52,Low,3/3/22
"De Witt County, IL",17039,Illinois,"15,638",338,"McLean (Bloomington), IL - Woodford, IL",1.80%,4.9,6.39,Low,3/3/22
"Douglas County, IL",17041,Illinois,"19,465",279,"Champaign (Champaign), IL - Coles, IL",2.50%,11.5,87.34,Medium,3/3/22
"DuPage County, IL",17043,Illinois,"922,921",287,"Cook (Chicago), IL - DuPage, IL",3.50%,7,111.71,Low,3/3/22
"Edgar County, IL",17045,Illinois,"17,161",333,"Vermilion, IL - Edgar, IL",1.90%,3.4,122.37,Low,3/3/22
"Edwards County, IL",17047,Illinois,"6,395",351,"Richland, IL - Clay, IL",5.70%,11.2,0,Medium,3/3/22
"Effingham County, IL",17049,Illinois,"34,008",363,"Effingham, IL - Fayette, IL",4.40%,25.3,97.04,High,3/3/22
"Fayette County, IL",17051,Illinois,"21,336",363,"Effingham, IL - Fayette, IL",4.40%,25.3,112.49,High,3/3/22
"Ford County, IL",17053,Illinois,"12,961",279,"Champaign (Champaign), IL - Coles, IL",2.50%,11.5,69.44,Medium,3/3/22
"Franklin County, IL",17055,Illinois,"38,469",331,"Williamson, IL - Jackson, IL",7.30%,15.3,101.38,Medium,3/3/22
"Fulton County, IL",17057,Illinois,"34,340",277,"Peoria (Peoria), IL - Tazewell, IL",2.80%,14.3,122.31,Medium,3/3/22
"Gallatin County, IL",17059,Illinois,"4,828",384,"Saline, IL - Gallatin, IL",1.30%,19.3,227.84,High,3/3/22
"Greene County, IL",17061,Illinois,"12,969",319,"Morgan, IL - Greene, IL",4.00%,3.9,23.13,Low,3/3/22
"Grundy County, IL",17063,Illinois,"51,054",303,"Will (Joliet), IL - Grundy, IL",2.30%,2.8,115.56,Low,3/3/22
"Hamilton County, IL",17065,Illinois,"8,116",383,"White, IL - Hamilton, IL",4.00%,9.2,110.89,Low,3/3/22
"Hancock County, IL",17067,Illinois,"17,708",367,"Lee, IA - Hancock, IL",7.80%,3.4,96,Low,3/3/22
"Hardin County, IL",17069,Illinois,"3,821",384,"Saline, IL - Gallatin, IL",1.30%,19.3,157.03,Medium,3/3/22
"Henderson County, IL",17071,Illinois,"6,646",340,"Des Moines, IA - Henry, IA",2.90%,7.6,135.42,Low,3/3/22
"Henry County, IL",17073,Illinois,"48,913",307,"Rock Island (Moline), IL - Henry, IL",3.70%,8.5,83.82,Low,3/3/22
"Iroquois County, IL",17075,Illinois,"27,114",343,"Kankakee (Kankakee), IL - Iroquois, IL",1.30%,4.4,44.26,Low,3/3/22
"Jackson County, IL",17077,Illinois,"56,750",331,"Williamson, IL - Jackson, IL",7.30%,15.3,140.97,Medium,3/3/22
"Jasper County, IL",17079,Illinois,"9,610",351,"Richland, IL - Clay, IL",5.70%,11.2,62.43,Medium,3/3/22
"Jefferson County, IL",17081,Illinois,"37,684",335,"Jefferson, IL - Wayne, IL",9.80%,7.4,124.72,Low,3/3/22
"Jersey County, IL",17083,Illinois,"21,773",299,"Madison (Alton), IL - Jersey, IL",6.40%,9.2,68.89,Low,3/3/22
"Jo Daviess County, IL",17085,Illinois,"21,235",302,"Dubuque (Dubuque), IA - Stephenson, IL",3.10%,9.9,98.89,Low,3/3/22
"Johnson County, IL",17087,Illinois,"12,417",12,"McCracken, KY - Graves, KY",5.80%,10.8,306.03,High,3/3/22
"Kane County, IL",17089,Illinois,"532,403",373,"Kane (Aurora), IL - DeKalb, IL",2.60%,5.2,78.7,Low,3/3/22
"Kankakee County, IL",17091,Illinois,"109,862",343,"Kankakee (Kankakee), IL - Iroquois, IL",1.30%,4.4,57.34,Low,3/3/22
"Kendall County, IL",17093,Illinois,"128,990",373,"Kane (Aurora), IL - DeKalb, IL",2.60%,5.2,78.3,Low,3/3/22
"Knox County, IL",17095,Illinois,"49,699",324,"Knox, IL - Warren, IL",3.90%,10.5,100.61,Medium,3/3/22
"Lake County, IL",17097,Illinois,"696,535",287,"Cook (Chicago), IL - DuPage, IL",3.50%,7,110.12,Low,3/3/22
"LaSalle County, IL",17099,Illinois,"108,669",336,"La Salle, IL - Livingston, IL",1.50%,4.9,113.19,Low,3/3/22
"Lawrence County, IL",17101,Illinois,"15,678",310,"Knox, IN - Daviess, IN",3.20%,7.1,63.78,Low,3/3/22
"Lee County, IL",17103,Illinois,"34,096",291,"Winnebago (Rockford), IL - Ogle, IL",3.80%,5.2,90.92,Low,3/3/22
"Livingston County, IL",17105,Illinois,"35,648",336,"La Salle, IL - Livingston, IL",1.50%,4.9,100.99,Low,3/3/22
"Logan County, IL",17107,Illinois,"28,618",318,"Sangamon (Springfield), IL - Christian, IL",2.80%,6.8,213.15,Medium,3/3/22
"McDonough County, IL",17109,Illinois,"29,682",318,"Sangamon (Springfield), IL - Christian, IL",2.80%,6.8,141.5,Low,3/3/22
"McHenry County, IL",17111,Illinois,"307,774",287,"Cook (Chicago), IL - DuPage, IL",3.50%,7,116.32,Low,3/3/22
"McLean County, IL",17113,Illinois,"171,517",338,"McLean (Bloomington), IL - Woodford, IL",1.80%,4.9,104.36,Low,3/3/22
"Macon County, IL",17115,Illinois,"104,009",305,"Macon (Decatur), IL - Shelby, IL",2.60%,3.8,84.61,Low,3/3/22
"Macoupin County, IL",17117,Illinois,"44,926",334,"Macoupin, IL - Montgomery, IL",1.40%,4.1,135.78,Low,3/3/22
"Madison County, IL",17119,Illinois,"262,966",299,"Madison (Alton), IL - Jersey, IL",6.40%,9.2,99.25,Low,3/3/22
"Marion County, IL",17121,Illinois,"37,205",358,"Marion, IL - Washington, IL",5.30%,7.8,153.21,Low,3/3/22
"Marshall County, IL",17123,Illinois,"11,438",277,"Peoria (Peoria), IL - Tazewell, IL",2.80%,14.3,139.88,Medium,3/3/22
"Mason County, IL",17125,Illinois,"13,359",277,"Peoria (Peoria), IL - Tazewell, IL",2.80%,14.3,119.77,Medium,3/3/22
"Massac County, IL",17127,Illinois,"13,772",12,"McCracken, KY - Graves, KY",5.80%,10.8,174.27,Medium,3/3/22
"Menard County, IL",17129,Illinois,"12,196",318,"Sangamon (Springfield), IL - Christian, IL",2.80%,6.8,122.99,Low,3/3/22
"Mercer County, IL",17131,Illinois,"15,437",307,"Rock Island (Moline), IL - Henry, IL",3.70%,8.5,84.21,Low,3/3/22
"Monroe County, IL",17133,Illinois,"34,637",325,"St. Clair (Belleville), IL - Clinton, IL",3.60%,4.4,69.29,Low,3/3/22
"Montgomery County, IL",17135,Illinois,"28,414",334,"Macoupin, IL - Montgomery, IL",1.40%,4.1,249.88,Medium,3/3/22
"Morgan County, IL",17137,Illinois,"33,658",319,"Morgan, IL - Greene, IL",4.00%,3.9,77.25,Low,3/3/22
"Moultrie County, IL",17139,Illinois,"14,501",305,"Macon (Decatur), IL - Shelby, IL",2.60%,3.8,82.75,Low,3/3/22
"Ogle County, IL",17141,Illinois,"50,643",291,"Winnebago (Rockford), IL - Ogle, IL",3.80%,5.2,124.4,Low,3/3/22
"Peoria County, IL",17143,Illinois,"179,179",277,"Peoria (Peoria), IL - Tazewell, IL",2.80%,14.3,101.02,Medium,3/3/22
"Perry County, IL",17145,Illinois,"20,916",331,"Williamson, IL - Jackson, IL",7.30%,15.3,248.61,High,3/3/22
"Piatt County, IL",17147,Illinois,"16,344",305,"Macon (Decatur), IL - Shelby, IL",2.60%,3.8,152.96,Low,3/3/22
"Pike County, IL",17149,Illinois,"15,561",353,"Adams, IL - Marion, MO",3.70%,10.1,109.25,Medium,3/3/22
"Pope County, IL",17151,Illinois,"4,177",384,"Saline, IL - Gallatin, IL",1.30%,19.3,119.7,Medium,3/3/22
"Pulaski County, IL",17153,Illinois,"5,335",563,"Cape Girardeau, MO - Butler, MO",6.10%,8.4,149.95,Low,3/3/22
"Putnam County, IL",17155,Illinois,"5,739",336,"La Salle, IL - Livingston, IL",1.50%,4.9,34.85,Low,3/3/22
"Randolph County, IL",17157,Illinois,"31,782",325,"St. Clair (Belleville), IL - Clinton, IL",3.60%,4.4,62.93,Low,3/3/22
"Richland County, IL",17159,Illinois,"15,513",351,"Richland, IL - Clay, IL",5.70%,11.2,45.12,Medium,3/3/22
"Rock Island County, IL",17161,Illinois,"141,879",307,"Rock Island (Moline), IL - Henry, IL",3.70%,8.5,88.81,Low,3/3/22
"St. Clair County, IL",17163,Illinois,"259,686",325,"St. Clair (Belleville), IL - Clinton, IL",3.60%,4.4,82.02,Low,3/3/22
"Saline County, IL",17165,Illinois,"23,491",384,"Saline, IL - Gallatin, IL",1.30%,19.3,221.36,High,3/3/22
"Sangamon County, IL",17167,Illinois,"194,672",318,"Sangamon (Springfield), IL - Christian, IL",2.80%,6.8,113.52,Low,3/3/22
"Schuyler County, IL",17169,Illinois,"6,768",318,"Sangamon (Springfield), IL - Christian, IL",2.80%,6.8,14.78,Low,3/3/22
"Scott County, IL",17171,Illinois,"4,951",319,"Morgan, IL - Greene, IL",4.00%,3.9,0,Low,3/3/22
"Shelby County, IL",17173,Illinois,"21,634",305,"Macon (Decatur), IL - Shelby, IL",2.60%,3.8,106.31,Low,3/3/22
"Stark County, IL",17175,Illinois,"5,342",307,"Rock Island (Moline), IL - Henry, IL",3.70%,8.5,112.32,Low,3/3/22
"Stephenson County, IL",17177,Illinois,"44,498",302,"Dubuque (Dubuque), IA - Stephenson, IL",3.10%,9.9,107.87,Low,3/3/22
"Tazewell County, IL",17179,Illinois,"131,803",277,"Peoria (Peoria), IL - Tazewell, IL",2.80%,14.3,84.98,Medium,3/3/22
"Union County, IL",17181,Illinois,"16,653",563,"Cape Girardeau, MO - Butler, MO",6.10%,8.4,138.11,Low,3/3/22
"Vermilion County, IL",17183,Illinois,"75,758",333,"Vermilion, IL - Edgar, IL",1.90%,3.4,62.04,Low,3/3/22
"Wabash County, IL",17185,Illinois,"11,520",273,"Vanderburgh (Evansville), IN - Warrick, IN",6.10%,15.5,60.76,Medium,3/3/22
"Warren County, IL",17187,Illinois,"16,844",324,"Knox, IL - Warren, IL",3.90%,10.5,118.74,Medium,3/3/22
"Washington County, IL",17189,Illinois,"13,887",358,"Marion, IL - Washington, IL",5.30%,7.8,72.01,Low,3/3/22
"Wayne County, IL",17191,Illinois,"16,215",335,"Jefferson, IL - Wayne, IL",9.80%,7.4,166.51,Low,3/3/22
"White County, IL",17193,Illinois,"13,537",383,"White, IL - Hamilton, IL",4.00%,9.2,110.81,Low,3/3/22
"Whiteside County, IL",17195,Illinois,"55,175",361,"Whiteside, IL - Clinton, IA",2.70%,9.5,161.3,Low,3/3/22
"Will County, IL",17197,Illinois,"690,743",303,"Will (Joliet), IL - Grundy, IL",2.30%,2.8,54.72,Low,3/3/22
"Williamson County, IL",17199,Illinois,"66,597",331,"Williamson, IL - Jackson, IL",7.30%,15.3,154.66,Medium,3/3/22
"Winnebago County, IL",17201,Illinois,"282,572",291,"Winnebago (Rockford), IL - Ogle, IL",3.80%,5.2,102.98,Low,3/3/22
"Woodford County, IL",17203,Illinois,"38,459",338,"McLean (Bloomington), IL - Woodford, IL",1.80%,4.9,91.01,Low,3/3/22
"Adams County, IN",18001,Indiana,"35,777",332,"Huntington, IN - Adams, IN",4.60%,4.1,30.75,Low,3/3/22
"Allen County, IN",18003,Indiana,"379,299",304,"Allen (Fort Wayne), IN - Noble, IN",2.90%,8.6,47.98,Low,3/3/22
"Bartholomew County, IN",18005,Indiana,"83,779",313,"Bartholomew, IN - Jackson, IN",6.40%,9.3,85.94,Low,3/3/22
"Benton County, IN",18007,Indiana,"8,748",300,"Tippecanoe (Lafayette), IN - Clinton, IN",10.60%,7.5,80.02,Medium,3/3/22
"Blackford County, IN",18009,Indiana,"11,758",323,"Delaware (Muncie), IN - Randolph, IN",14.30%,17.3,153.09,Medium,3/3/22
"Boone County, IN",18011,Indiana,"67,843",401,"Boone, IN",2.20%,1.5,50.12,Low,3/3/22
"Brown County, IN",18013,Indiana,"15,092",341,"Monroe (Bloomington), IN - Greene, IN",12.40%,6.9,33.13,Medium,3/3/22
"Carroll County, IN",18015,Indiana,"20,257",300,"Tippecanoe (Lafayette), IN - Clinton, IN",10.60%,7.5,54.3,Medium,3/3/22
"Cass County, IN",18017,Indiana,"37,689",364,"Howard (Kokomo), IN - Cass, IN",4.70%,5.9,177.77,Low,3/3/22
"Clark County, IN",18019,Indiana,"118,302",365,"Clark (Jeffersonville), IN - Scott, IN",9.40%,1.4,109.89,Low,3/3/22
"Clay County, IN",18021,Indiana,"26,225",311,"Vigo (Terre Haute), IN - Clay, IN",4.60%,6.4,41.94,Low,3/3/22
"Clinton County, IN",18023,Indiana,"32,399",300,"Tippecanoe (Lafayette), IN - Clinton, IN",10.60%,7.5,74.08,Medium,3/3/22
"Crawford County, IN",18025,Indiana,"10,577",339,"Floyd (New Albany), IN - Harrison, IN",7.00%,12.7,179.64,Medium,3/3/22
"Daviess County, IN",18027,Indiana,"33,351",310,"Knox, IN - Daviess, IN",3.20%,7.1,71.96,Low,3/3/22
"Dearborn County, IN",18029,Indiana,"49,458",321,"Dearborn, IN - Jefferson (Madison), IN",6.70%,6.9,74.81,Low,3/3/22
"Decatur County, IN",18031,Indiana,"26,559",313,"Bartholomew, IN - Jackson, IN",6.40%,9.3,52.71,Low,3/3/22
"DeKalb County, IN",18033,Indiana,"43,475",304,"Allen (Fort Wayne), IN - Noble, IN",2.90%,8.6,29.9,Low,3/3/22
"Delaware County, IN",18035,Indiana,"114,135",323,"Delaware (Muncie), IN - Randolph, IN",14.30%,17.3,93.75,Medium,3/3/22
"Dubois County, IN",18037,Indiana,"42,736",394,"Dubois, IN",3.10%,14,91.26,Medium,3/3/22
"Elkhart County, IN",18039,Indiana,"206,341",349,"Elkhart (Elkhart), IN - Kosciusko, IN",8.00%,8.7,41.19,Low,3/3/22
"Fayette County, IN",18041,Indiana,"23,102",385,"Wayne, IN - Fayette, IN",6.90%,6.2,86.57,Low,3/3/22
"Floyd County, IN",18043,Indiana,"78,522",339,"Floyd (New Albany), IN - Harrison, IN",7.00%,12.7,115.89,Medium,3/3/22
"Fountain County, IN",18045,Indiana,"16,346",333,"Vermilion, IL - Edgar, IL",1.90%,3.4,122.35,Low,3/3/22
"Franklin County, IN",18047,Indiana,"22,758",270,"Hamilton (Cincinnati), OH - Butler, OH",8.40%,7.1,57.12,Low,3/3/22
"Fulton County, IN",18049,Indiana,"19,974",312,"St. Joseph (South Bend), IN - Marshall, IN",4.60%,8,65.08,Low,3/3/22
"Gibson County, IN",18051,Indiana,"33,659",273,"Vanderburgh (Evansville), IN - Warrick, IN",6.10%,15.5,142.61,Medium,3/3/22
"Grant County, IN",18053,Indiana,"65,769",389,"Grant, IN - Miami, IN",8.40%,8.3,48.66,Low,3/3/22
"Greene County, IN",18055,Indiana,"31,922",341,"Monroe (Bloomington), IN - Greene, IN",12.40%,6.9,50.12,Medium,3/3/22
"Hamilton County, IN",18057,Indiana,"338,011",390,"Hamilton, IN - Madison (Anderson), IN",4.80%,4.9,39.94,Low,3/3/22
"Hancock County, IN",18059,Indiana,"78,168",362,"Hancock, IN - Henry (New Castle), IN",3.30%,2.4,42.22,Low,3/3/22
"Harrison County, IN",18061,Indiana,"40,515",339,"Floyd (New Albany), IN - Harrison, IN",7.00%,12.7,128.35,Medium,3/3/22
"Hendricks County, IN",18063,Indiana,"170,311",275,"Marion (Indianapolis), IN - Johnson, IN",4.70%,9.7,61.06,Low,3/3/22
"Henry County, IN",18065,Indiana,"47,972",362,"Hancock, IN - Henry (New Castle), IN",3.30%,2.4,66.71,Low,3/3/22
"Howard County, IN",18067,Indiana,"82,544",364,"Howard (Kokomo), IN - Cass, IN",4.70%,5.9,76.32,Low,3/3/22
"Huntington County, IN",18069,Indiana,"36,520",332,"Huntington, IN - Adams, IN",4.60%,4.1,104.05,Low,3/3/22
"Jackson County, IN",18071,Indiana,"44,231",313,"Bartholomew, IN - Jackson, IN",6.40%,9.3,92.7,Low,3/3/22
"Jasper County, IN",18073,Indiana,"33,562",308,"Lake (Gary), IN - Porter, IN",1.70%,4.7,59.59,Low,3/3/22
"Jay County, IN",18075,Indiana,"20,436",332,"Huntington, IN - Adams, IN",4.60%,4.1,78.29,Low,3/3/22
"Jefferson County, IN",18077,Indiana,"32,308",321,"Dearborn, IN - Jefferson (Madison), IN",6.70%,6.9,52.62,Low,3/3/22
"Jennings County, IN",18079,Indiana,"27,735",313,"Bartholomew, IN - Jackson, IN",6.40%,9.3,75.72,Low,3/3/22
"Johnson County, IN",18081,Indiana,"158,167",275,"Marion (Indianapolis), IN - Johnson, IN",4.70%,9.7,44.89,Low,3/3/22
"Knox County, IN",18083,Indiana,"36,594",310,"Knox, IN - Daviess, IN",3.20%,7.1,87.45,Low,3/3/22
"Kosciusko County, IN",18085,Indiana,"79,456",349,"Elkhart (Elkhart), IN - Kosciusko, IN",8.00%,8.7,52.86,Low,3/3/22
"LaGrange County, IN",18087,Indiana,"39,614",304,"Allen (Fort Wayne), IN - Noble, IN",2.90%,8.6,30.29,Low,3/3/22
"Lake County, IN",18089,Indiana,"485,493",308,"Lake (Gary), IN - Porter, IN",1.70%,4.7,39.75,Low,3/3/22
"LaPorte County, IN",18091,Indiana,"109,888",378,"La Porte, IN - Starke, IN",3.20%,3.8,35.49,Low,3/3/22
"Lawrence County, IN",18093,Indiana,"45,370",329,"Lawrence, IN - Orange, IN",5.90%,3.1,77.14,Low,3/3/22
"Madison County, IN",18095,Indiana,"129,569",390,"Hamilton, IN - Madison (Anderson), IN",4.80%,4.9,54.03,Low,3/3/22
"Marion County, IN",18097,Indiana,"964,582",275,"Marion (Indianapolis), IN - Johnson, IN",4.70%,9.7,40.64,Low,3/3/22
"Marshall County, IN",18099,Indiana,"46,258",312,"St. Joseph (South Bend), IN - Marshall, IN",4.60%,8,38.91,Low,3/3/22
"Martin County, IN",18101,Indiana,"10,255",310,"Knox, IN - Daviess, IN",3.20%,7.1,29.25,Low,3/3/22
"Miami County, IN",18103,Indiana,"35,516",389,"Grant, IN - Miami, IN",8.40%,8.3,67.58,Low,3/3/22
"Monroe County, IN",18105,Indiana,"148,431",341,"Monroe (Bloomington), IN - Greene, IN",12.40%,6.9,69.39,Medium,3/3/22
"Montgomery County, IN",18107,Indiana,"38,338",402,"Montgomery, IN",8.50%,10.4,59.99,Medium,3/3/22
"Morgan County, IN",18109,Indiana,"70,489",275,"Marion (Indianapolis), IN - Johnson, IN",4.70%,9.7,78.03,Low,3/3/22
"Newton County, IN",18111,Indiana,"13,984",308,"Lake (Gary), IN - Porter, IN",1.70%,4.7,57.21,Low,3/3/22
"Noble County, IN",18113,Indiana,"47,744",304,"Allen (Fort Wayne), IN - Noble, IN",2.90%,8.6,39.8,Low,3/3/22
"Ohio County, IN",18115,Indiana,"5,875",321,"Dearborn, IN - Jefferson (Madison), IN",6.70%,6.9,68.09,Low,3/3/22
"Orange County, IN",18117,Indiana,"19,646",329,"Lawrence, IN - Orange, IN",5.90%,3.1,45.81,Low,3/3/22
"Owen County, IN",18119,Indiana,"20,799",341,"Monroe (Bloomington), IN - Greene, IN",12.40%,6.9,67.31,Medium,3/3/22
"Parke County, IN",18121,Indiana,"16,937",311,"Vigo (Terre Haute), IN - Clay, IN",4.60%,6.4,59.04,Low,3/3/22
"Perry County, IN",18123,Indiana,"19,169",316,"Daviess (Owensboro), KY - Ohio, KY",6.40%,11.1,88.68,Medium,3/3/22
"Pike County, IN",18125,Indiana,"12,389",310,"Knox, IN - Daviess, IN",3.20%,7.1,80.72,Low,3/3/22
"Porter County, IN",18127,Indiana,"170,389",308,"Lake (Gary), IN - Porter, IN",1.70%,4.7,63.97,Low,3/3/22
"Posey County, IN",18129,Indiana,"25,427",273,"Vanderburgh (Evansville), IN - Warrick, IN",6.10%,15.5,58.99,Medium,3/3/22
"Pulaski County, IN",18131,Indiana,"12,353",312,"St. Joseph (South Bend), IN - Marshall, IN",4.60%,8,40.48,Low,3/3/22
"Putnam County, IN",18133,Indiana,"37,576",275,"Marion (Indianapolis), IN - Johnson, IN",4.70%,9.7,79.84,Low,3/3/22
"Randolph County, IN",18135,Indiana,"24,665",323,"Delaware (Muncie), IN - Randolph, IN",14.30%,17.3,60.81,Medium,3/3/22
"Ripley County, IN",18137,Indiana,"28,324",321,"Dearborn, IN - Jefferson (Madison), IN",6.70%,6.9,49.43,Low,3/3/22
"Rush County, IN",18139,Indiana,"16,581",275,"Marion (Indianapolis), IN - Johnson, IN",4.70%,9.7,102.53,Low,3/3/22
"St. Joseph County, IN",18141,Indiana,"271,826",312,"St. Joseph (South Bend), IN - Marshall, IN",4.60%,8,54.45,Low,3/3/22
"Scott County, IN",18143,Indiana,"23,873",365,"Clark (Jeffersonville), IN - Scott, IN",9.40%,1.4,134.04,Low,3/3/22
"Shelby County, IN",18145,Indiana,"44,729",275,"Marion (Indianapolis), IN - Johnson, IN",4.70%,9.7,67.07,Low,3/3/22
"Spencer County, IN",18147,Indiana,"20,277",273,"Vanderburgh (Evansville), IN - Warrick, IN",6.10%,15.5,113.43,Medium,3/3/22
"Starke County, IN",18149,Indiana,"22,995",378,"La Porte, IN - Starke, IN",3.20%,3.8,52.19,Low,3/3/22
"Steuben County, IN",18151,Indiana,"34,594",304,"Allen (Fort Wayne), IN - Noble, IN",2.90%,8.6,52.03,Low,3/3/22
"Sullivan County, IN",18153,Indiana,"20,669",311,"Vigo (Terre Haute), IN - Clay, IN",4.60%,6.4,43.54,Low,3/3/22
"Switzerland County, IN",18155,Indiana,"10,751",321,"Dearborn, IN - Jefferson (Madison), IN",6.70%,6.9,65.11,Low,3/3/22
"Tippecanoe County, IN",18157,Indiana,"195,732",300,"Tippecanoe (Lafayette), IN - Clinton, IN",10.60%,7.5,83.28,Medium,3/3/22
"Tipton County, IN",18159,Indiana,"15,148",364,"Howard (Kokomo), IN - Cass, IN",4.70%,5.9,13.2,Low,3/3/22
"Union County, IN",18161,Indiana,"7,054",385,"Wayne, IN - Fayette, IN",6.90%,6.2,28.35,Low,3/3/22
"Vanderburgh County, IN",18163,Indiana,"181,451",273,"Vanderburgh (Evansville), IN - Warrick, IN",6.10%,15.5,79.91,Medium,3/3/22
"Vermillion County, IN",18165,Indiana,"15,498",311,"Vigo (Terre Haute), IN - Clay, IN",4.60%,6.4,77.43,Low,3/3/22
"Vigo County, IN",18167,Indiana,"107,038",311,"Vigo (Terre Haute), IN - Clay, IN",4.60%,6.4,54.19,Low,3/3/22
"Wabash County, IN",18169,Indiana,"30,996",389,"Grant, IN - Miami, IN",8.40%,8.3,87.11,Low,3/3/22
"Warren County, IN",18171,Indiana,"8,265",333,"Vermilion, IL - Edgar, IL",1.90%,3.4,133.09,Low,3/3/22
"Warrick County, IN",18173,Indiana,"62,998",273,"Vanderburgh (Evansville), IN - Warrick, IN",6.10%,15.5,98.42,Medium,3/3/22
"Washington County, IN",18175,Indiana,"28,036",339,"Floyd (New Albany), IN - Harrison, IN",7.00%,12.7,78.47,Medium,3/3/22
"Wayne County, IN",18177,Indiana,"65,884",385,"Wayne, IN - Fayette, IN",6.90%,6.2,59.19,Low,3/3/22
"Wells County, IN",18179,Indiana,"28,296",332,"Huntington, IN - Adams, IN",4.60%,4.1,70.68,Low,3/3/22
"White County, IN",18181,Indiana,"24,102",300,"Tippecanoe (Lafayette), IN - Clinton, IN",10.60%,7.5,141.07,Medium,3/3/22
"Whitley County, IN",18183,Indiana,"33,964",304,"Allen (Fort Wayne), IN - Noble, IN",2.90%,8.6,58.89,Low,3/3/22
"Adair County, IA",19001,Iowa,"7,152",546,"Polk (Des Moines), IA - Dallas, IA",4.90%,9.3,83.89,Low,3/3/22
"Adams County, IA",19003,Iowa,"3,602",647,"Montgomery, IA - Adams, IA",1.40%,7.4,83.29,Low,3/3/22
"Allamakee County, IA",19005,Iowa,"13,687",290,"La Crosse (La Crosse), WI - Monroe, WI",3.80%,9.3,87.67,Low,3/3/22
"Appanoose County, IA",19007,Iowa,"12,426",649,"Appanoose, IA - Davis, IA",1.60%,4.7,193.14,Low,3/3/22
"Audubon County, IA",19009,Iowa,"5,496",596,"Pottawattamie (Council Bluffs), IA - Harrison, IA",6.90%,8.5,54.59,Low,3/3/22
"Benton County, IA",19011,Iowa,"25,645",545,"Linn (Cedar Rapids), IA - Johnson, IA",3.40%,10.2,74.09,Medium,3/3/22
"Black Hawk County, IA",19013,Iowa,"131,228",557,"Black Hawk (Waterloo), IA - Bremer, IA",2.50%,8,90.68,Low,3/3/22
"Boone County, IA",19015,Iowa,"26,234",606,"Story, IA - Boone, IA",1.80%,4.8,213.46,Medium,3/3/22
"Bremer County, IA",19017,Iowa,"25,062",557,"Black Hawk (Waterloo), IA - Bremer, IA",2.50%,8,39.9,Low,3/3/22
"Buchanan County, IA",19019,Iowa,"21,175",557,"Black Hawk (Waterloo), IA - Bremer, IA",2.50%,8,85.01,Low,3/3/22
"Buena Vista County, IA",19021,Iowa,"19,620",560,"Woodbury (Sioux City), IA - Plymouth, IA",1.70%,4.8,35.68,Low,3/3/22
"Butler County, IA",19023,Iowa,"14,439",557,"Black Hawk (Waterloo), IA - Bremer, IA",2.50%,8,76.18,Low,3/3/22
"Calhoun County, IA",19025,Iowa,"9,668",633,"Carroll, IA - Sac, IA",0.90%,2.5,62.06,Low,3/3/22
"Carroll County, IA",19027,Iowa,"20,165",633,"Carroll, IA - Sac, IA",0.90%,2.5,54.55,Low,3/3/22
"Cass County, IA",19029,Iowa,"12,836",596,"Pottawattamie (Council Bluffs), IA - Harrison, IA",6.90%,8.5,70.12,Low,3/3/22
"Cedar County, IA",19031,Iowa,"18,627",545,"Linn (Cedar Rapids), IA - Johnson, IA",3.40%,10.2,128.85,Medium,3/3/22
"Cerro Gordo County, IA",19033,Iowa,"42,450",556,"Cerro Gordo, IA - Kossuth, IA",5.70%,15.7,188.46,Medium,3/3/22
"Cherokee County, IA",19035,Iowa,"11,235",560,"Woodbury (Sioux City), IA - Plymouth, IA",1.70%,4.8,62.31,Low,3/3/22
"Chickasaw County, IA",19037,Iowa,"11,933",634,"Floyd, IA - Chickasaw, IA",2.80%,0,92.18,Low,3/3/22
"Clarke County, IA",19039,Iowa,"9,395",546,"Polk (Des Moines), IA - Dallas, IA",4.90%,9.3,63.86,Low,3/3/22
"Clay County, IA",19041,Iowa,"16,016",625,"Clay, IA - Dickinson, IA",1.40%,21.3,124.88,High,3/3/22
"Clayton County, IA",19043,Iowa,"17,549",350,"Clayton, IA - Delaware, IA",1.00%,3.9,91.17,Low,3/3/22
"Clinton County, IA",19045,Iowa,"46,429",361,"Whiteside, IL - Clinton, IA",2.70%,9.5,114.15,Low,3/3/22
"Crawford County, IA",19047,Iowa,"16,820",681,"Crawford, IA",0.00%,0,47.56,Low,3/3/22
"Dallas County, IA",19049,Iowa,"93,453",546,"Polk (Des Moines), IA - Dallas, IA",4.90%,9.3,428.02,Medium,3/3/22
"Davis County, IA",19051,Iowa,"9,000",649,"Appanoose, IA - Davis, IA",1.60%,4.7,22.22,Low,3/3/22
